street,district,rooms,area,price,material,condition,year_built,total_floors
Pille 9/4-80,Kesklinn,2.0,49.1,145900,paneelmaja,uus,2020.0,4.0
Suur-Ameerika 22,Kesklinn,3.0,59.8,130000,kivimaja,renoveeritud,1956.0,4.0
Liikuri 18c-17,Lasnamäe,2.0,41.4,100790,kivimaja,uus,2020.0,7.0
Väike-Patarei 1-1/2-20,Põhja-Tallinn,2.0,48.1,176500,paneelmaja,uus,2019.0,4.0
Vana-Rannamõisa tee 1f/2,Haabersti,2.0,53.3,111000,kivimaja,uus,2012.0,4.0
Ehitajate tee 91/1-38,Mustamäe,4.0,71.9,159900,paneelmaja,uus,2020.0,8.0
Lootsi 3a,Kesklinn,1.0,30.0,97000,kivimaja,uus,2005.0,7.0
Rähni tn 4-6,Kristiine,3.0,57.8,169900,palkmaja,uus,2019.0,4.0
Kentmanni tn 6,Kesklinn,2.0,82.8,479000,kivimaja,uus,2015.0,14.0
Tõnismägi 11a-4,Kesklinn,5.0,116.3,363000,kivimaja,uus,2019.0,6.0
Lastekodu tn 22,Kesklinn,1.0,30.0,65800,paneelmaja,heas korras,1983.0,5.0
Valge 6A/2-11,Lasnamäe,2.0,55.6,147000,kivimaja,uus,2020.0,4.0
Uue-Maailma 24,Kesklinn,1.0,41.5,95000,paneelmaja,keskmises seisukorras,2006.0,6.0
Eha 12-10,Kesklinn,3.0,71.9,196500,kivimaja,uus,2019.0,4.0
Paepargi 50/2-5,Lasnamäe,2.0,61.1,122000,paneelmaja,uus,2020.0,8.0
Pöörise 10-52,Mustamäe,1.0,33.6,74000,paneelmaja,uus,2019.0,14.0
Tehnika 37a-19,Kesklinn,3.0,56.7,130000,puitmaja,renoveeritud,1924.0,3.0
Roopa 2a,Kesklinn,3.0,71.2,167000,puitmaja,renoveeritud,1904.0,3.0
Tartu mnt,Kesklinn,3.0,70.3,188000,kivimaja,uus,2007.0,5.0
Pae 68,Lasnamäe,4.0,102.0,88900,kivimaja,heas korras,1985.0,14.0
Väike-Patarei 1-1/2-18,Põhja-Tallinn,2.0,55.7,180000,paneelmaja,uus,2019.0,4.0
Kolde pst 72-26,Põhja-Tallinn,3.0,68.0,173090,kivimaja,uus,2018.0,8.0
Läänemere tee 3,Lasnamäe,2.0,49.5,86900,paneelmaja,heas korras,1990.0,9.0
Liikuri 18a-16,Lasnamäe,2.0,41.8,102690,kivimaja,uus,2019.0,7.0
Vase 7,Kesklinn,2.0,42.1,123000,kivimaja,heas korras,1958.0,4.0
Mahla 82,Nõmme,1.0,22.0,49000,kivimaja,renoveeritud,1982.0,5.0
Lüüsi tn 4-3,Kesklinn,2.0,42.3,119000,kivimaja,uus,2019.0,6.0
F. R. Kreutzwaldi 13,Kesklinn,2.0,40.9,120000,kivimaja,vajab renoveerimist,1927.0,5.0
Pille 7/1-13,Kesklinn,3.0,79.4,217900,paneelmaja,uus,2019.0,6.0
Pöörise 10-10,Mustamäe,1.0,33.2,72000,paneelmaja,uus,2019.0,14.0
Õismäe tee 122,Haabersti,3.0,65.5,99900,paneelmaja,renoveeritud,1976.0,9.0
Alvari 35,Lasnamäe,3.0,60.2,92000,paneelmaja,renoveeritud,1994.0,7.0
Tartu mnt 84a,Kesklinn,1.0,35.1,105000,kivimaja,keskmises seisukorras,2006.0,14.0
Mahtra 24,Lasnamäe,4.0,87.7,109990,paneelmaja,heas korras,1982.0,9.0
Tammsaare 139,Mustamäe,3.0,63.3,119998,kivimaja,heas korras,1981.0,15.0
Ümera 28B-83,Lasnamäe,1.0,34.4,65200,paneelmaja,uus,2020.0,7.0
Mirta 20,Haabersti,3.0,75.5,129000,kivimaja,heas korras,2008.0,3.0
Kadaka tee 141a-4,Mustamäe,1.0,20.6,63000,kivimaja,uus,2019.0,8.0
Valge 6A/2-3,Lasnamäe,3.0,55.6,139000,kivimaja,uus,2020.0,4.0
Pille 7/5-2,Kesklinn,2.0,49.0,143900,paneelmaja,uus,2019.0,4.0
Rähni tn 4-6,Kesklinn,3.0,57.8,169900,palkmaja,uus,2019.0,4.0
Tuukri tn 1b,Kesklinn,2.0,53.2,139900,kivimaja,uus,2018.0,6.0
Paldiski mnt,Haabersti,4.0,100.0,120000,paneelmaja,vajab renoveerimist,1980.0,9.0
Sääse 14-36,Mustamäe,4.0,77.4,179900,kivimaja,uus,2019.0,10.0
Läänemere tee 43,Lasnamäe,4.0,82.0,96200,paneelmaja,san. remont tehtud,1986.0,9.0
Randla,Põhja-Tallinn,1.0,27.2,64500,kivimaja,renoveeritud,1970.0,5.0
Pirita tee 26f,Kesklinn,2.0,86.6,159000,kivimaja,heas korras,2003.0,16.0
Gonsiori 36,Kadriorg,3.0,69.7,125000,kivimaja,heas korras,1959.0,4.0
Punane 25,Lasnamäe,4.0,62.0,109900,paneelmaja,renoveeritud,1971.0,5.0
Toom-Kuninga 15-90,Kesklinn,1.0,40.6,149000,paneelmaja,uus,2019.0,8.0
Mustamäe tee 191,Mustamäe,2.0,43.2,80000,kivimaja,heas korras,1969.0,9.0
Mahtra tn 9,Lasnamäe,3.0,60.1,90000,paneelmaja,renoveeritud,1983.0,9.0
Staapli 12-11,Põhja-Tallinn,5.0,145.3,549900,paneelmaja,uus,2018.0,5.0
Pae 56,Lasnamäe,3.0,60.0,93800,paneelmaja,heas korras,1973.0,9.0
Ümera 28B-90,Lasnamäe,2.0,44.2,81500,paneelmaja,uus,2020.0,7.0
Vana-Veerenni 4,Kesklinn,2.0,40.6,78000,kivimaja,renoveeritud,1956.0,2.0
Kolde pst 72-36,Põhja-Tallinn,1.0,44.3,105690,kivimaja,uus,2018.0,8.0
Astangu 19/3,Haabersti,2.0,55.4,109000,paneelmaja,uus,2017.0,8.0
Gonsiori 36,Kesklinn,2.0,69.7,125000,kivimaja,heas korras,1959.0,4.0
Liikuri 18c-6,Lasnamäe,3.0,54.3,123080,kivimaja,uus,2020.0,7.0
Kopli 96a,Põhja-Tallinn,1.0,37.8,59998,kivimaja,keskmises seisukorras,1991.0,5.0
Pöörise 7-6,Mustamäe,3.0,56.5,116000,paneelmaja,uus,2019.0,12.0
Linnamäe tee 2,Lasnamäe,2.0,49.6,79000,paneelmaja,vajab san. remonti,1987.0,9.0
Kosemetsa 13-2,Pirita,3.0,100.6,252000,kivimaja,uus,2014.0,2.0
Liivamäe 8,Kesklinn,3.0,66.1,139000,paneelmaja,renoveeritud,1972.0,5.0
Lahepea 9-66,Haabersti,4.0,85.9,219400,kivimaja,uus,2019.0,4.0
Vilde tee 96,Mustamäe,1.0,16.0,24900,kivimaja,vajab renoveerimist,1967.0,5.0
Väike-Patarei 1-1/2-26,Põhja-Tallinn,2.0,55.4,198000,paneelmaja,uus,2019.0,4.0
Mahtra 16,Lasnamäe,3.0,64.6,104000,paneelmaja,renoveeritud,1982.0,9.0
Tõnismägi 11a-26,Kesklinn,2.0,54.7,199000,kivimaja,uus,2019.0,6.0
Ehitajate tee 56,Mustamäe,2.0,44.9,72000,paneelmaja,renoveeritud,1964.0,5.0
Jahu 5-22,Põhja-Tallinn,1.0,33.0,114900,kivimaja,uus,2020.0,3.0
Mere pst 8,Kesklinn,3.0,100.0,199800,kivimaja,renoveeritud,1949.0,4.0
Sõle 41,Põhja-Tallinn,1.0,35.9,58000,paneelmaja,vajab renoveerimist,1976.0,9.0
Paekaare tn 70,Lasnamäe,4.0,78.5,109000,paneelmaja,renoveeritud,1978.0,5.0
Astangu 21/1,Haabersti,2.0,58.9,99500,paneelmaja,heas korras,2006.0,4.0
Köleri 14-2,Kadriorg,2.0,64.3,167000,puitmaja,uus,2020.0,3.0
Kivila tn 14,Lasnamäe,1.0,32.8,57500,paneelmaja,renoveeritud,1983.0,5.0
Liivaoja,Kadriorg,3.0,74.0,153000,kivimaja,heas korras,2006.0,4.0
Pille 9/3-68,Kesklinn,4.0,114.0,349900,paneelmaja,uus,2020.0,6.0
Toom-Kuninga 15-103,Kesklinn,2.0,52.9,189000,paneelmaja,uus,2019.0,8.0
Karu 15,Kesklinn,2.0,46.5,104000,kivimaja,vajab renoveerimist,1984.0,5.0
Järve 2-142,Kristiine,2.0,46.4,131900,paneelmaja,uus,2019.0,18.0
Peterburi tee 13,Lasnamäe,3.0,70.0,120000,kivimaja,uus,1950.0,3.0
Pae 23,Lasnamäe,1.0,35.7,59900,kivimaja,renoveeritud,1970.0,5.0
Paasiku 16,Lasnamäe,1.0,34.0,67000,paneelmaja,renoveeritud,1990.0,5.0
Jahu 5-10,Kesklinn,3.0,66.5,239900,kivimaja,uus,2020.0,3.0
Vabaõhumuuseumi tee 1-3,Haabersti,4.0,156.9,499500,kivimaja,keskmises seisukorras,2017.0,8.0
Õismäe tee 56,Haabersti,4.0,65.6,106950,paneelmaja,heas korras,1975.0,9.0
Mustamäe tee 199,Mustamäe,2.0,42.9,63900,paneelmaja,vajab renoveerimist,1969.0,9.0
Ranniku tee 2A,Pirita,3.0,76.6,179500,kivimaja,uus,2004.0,4.0
Vilde tee 104,Mustamäe,3.0,61.1,82900,paneelmaja,vajab renoveerimist,1966.0,5.0
Pirita tee 20a-B57,Kesklinn,4.0,129.1,499000,paneelmaja,uus,2017.0,10.0
F.R.Kreutzwaldi 17,Kesklinn,3.0,68.4,159900,kivimaja,vajab renoveerimist,1924.0,5.0
Staapli 4-40,Põhja-Tallinn,5.0,149.7,472900,paneelmaja,uus,2018.0,6.0
Sipelga 2,Kristiine,4.0,112.0,234000,paneelmaja,uus,2015.0,8.0
Võidu 15,Nõmme,3.0,55.4,95000,puitmaja,vajab san. remonti,1938.0,2.0
Paldiski mnt 65,Kristiine,2.0,40.0,79900,kivimaja,renoveeritud,1964.0,4.0
Punane 65,Lasnamäe,1.0,32.8,55400,paneelmaja,heas korras,1984.0,5.0
Rotermanni 10,Kesklinn,2.0,54.5,190000,kivimaja,uus,2013.0,6.0
Sääse 14-33,Mustamäe,4.0,77.4,164900,kivimaja,uus,2019.0,10.0
Taludevahe 114,Haabersti,3.0,77.2,138000,kivimaja,renoveeritud,2008.0,4.0
Rävala pst 11,Kesklinn,1.0,25.9,59900,kivimaja,renoveeritud,1951.0,6.6790013374944275
Pöörise 12-61,Mustamäe,2.0,45.4,94000,paneelmaja,uus,2018.0,14.0
Sõle tn 7,Kristiine,3.0,81.7,120000,paneelmaja,renoveeritud,1964.0,6.6790013374944275
Toom-Kuninga 15-85,Kesklinn,3.0,63.3,205000,paneelmaja,uus,2019.0,8.0
C. R. Jakobsoni tn 13-27,Kesklinn,3.0,63.1,195000,kivimaja,uus,2019.0,6.0
Toom-Kuninga 15-21,Kesklinn,3.0,85.8,239000,paneelmaja,uus,2019.0,8.0
Pille 9/2-48,Kesklinn,3.0,79.2,212900,paneelmaja,uus,2020.0,6.0
Tehnika 155,Kesklinn,3.0,61.7,118000,kivimaja,renoveeritud,1958.0,2.0
Laki 24-102,Mustamäe,1.0,13.6,43725,kivimaja,uus,2019.0,4.0
Vormsi 16,Lasnamäe,4.0,74.9,99000,paneelmaja,keskmises seisukorras,1989.0,9.0
Linnamäe tee 42a-93,Lasnamäe,4.0,126.5,239900,paneelmaja,uus,2019.0,12.0
Loo 3,Kristiine,3.0,53.0,132000,puitmaja,heas korras,2007.0,3.0
Linnamäe 22,Lasnamäe,2.0,52.7,78000,paneelmaja,renoveeritud,1988.0,9.0
Tartu mnt 52,Kesklinn,2.0,46.4,147600,kivimaja,uus,2018.0,9.0
Seebi tn 1-204,Kristiine,2.0,56.3,119900,kivimaja,uus,2020.0,20.0
Mahtra tn 72,Lasnamäe,2.0,49.0,73000,paneelmaja,renoveeritud,1983.0,9.0
Hansu 36/1,Haabersti,2.0,42.6,95000,kivimaja,heas korras,2006.0,3.0
Juhtme 24,Kesklinn,3.0,67.5,109900,kivimaja,renoveeritud,1987.0,4.0
Liikuri 18c-3,Lasnamäe,2.0,42.6,96790,kivimaja,uus,2020.0,7.0
Pelguranna 57,Põhja-Tallinn,1.0,30.0,60000,paneelmaja,renoveeritud,1979.0,5.0
Kärberi 37,Lasnamäe,1.0,32.6,58900,paneelmaja,heas korras,1985.0,6.0
P. Süda 9/1,Kesklinn,3.0,98.2,150000,palkmaja,renoveeritud,1936.0,3.0
Tõnismägi 11a-46,Kesklinn,3.0,65.4,235000,kivimaja,uus,2019.0,6.0
Võru 9,Lasnamäe,1.0,32.8,67500,paneelmaja,renoveeritud,1980.0,5.0
Pöörise 10-42,Mustamäe,3.0,64.2,125000,paneelmaja,uus,2019.0,14.0
Pärnu mnt 130-23,Kesklinn,2.0,58.0,107000,kivimaja,keskmises seisukorras,2008.0,8.0
Toom-Kuninga 15-10,Kesklinn,2.0,65.1,168000,paneelmaja,uus,2019.0,8.0
Hiie 2B,Pirita,4.0,197.0,267000,kivimaja,renoveeritud,1997.0,2.0
Energia tn 4,Mustamäe,3.0,48.4,85000,kivimaja,keskmises seisukorras,1962.0,5.0
Ehitajate tee 91/1-16,Mustamäe,3.0,60.2,137000,paneelmaja,uus,2020.0,8.0
Pärnu maantee 29-604,Kesklinn,3.0,75.5,320000,kivimaja,uus,2020.0,8.0
Kotka 22-10,Kristiine,3.0,85.3,169900,kivimaja,renoveeritud,1994.0,4.0
Tagala 10A-7,Haabersti,3.0,71.0,129000,kivimaja,uus,2019.0,4.0
Seebi tn 1-1003,Kristiine,2.0,46.7,133900,kivimaja,uus,2020.0,20.0
Kungla 8,Põhja-Tallinn,3.0,89.3,219000,puitmaja,keskmises seisukorras,1984.0,2.0
Liivaoja 1d,Kadriorg,3.0,74.0,150000,kivimaja,uus,2006.0,4.0
Jalami tn 1-36,Haabersti,3.0,74.9,154900,paneelmaja,uus,2019.0,8.0
Rävala pst 11,Kesklinn,4.0,109.5,199800,kivimaja,renoveeritud,1951.0,6.6790013374944275
Kuldnoka 8,Kristiine,2.0,47.1,85000,paneelmaja,renoveeritud,1973.0,5.0
F.R.Kreutzwaldi 17,Kadriorg,3.0,68.4,159900,kivimaja,vajab renoveerimist,1925.0,5.0
Kärneri 1,Haabersti,2.0,54.8,117000,paneelmaja,uus,2007.0,8.0
Tartu mnt 56,Kesklinn,4.0,118.8,330500,kivimaja,uus,2017.0,8.0
Ümera 28,Lasnamäe,3.0,63.7,130500,kivimaja,renoveeritud,2015.0,8.0
Gonsiori 29-72,Kesklinn,3.0,88.1,212900,kivimaja,uus,2019.0,6.0
Siidisaba 13/1,Kristiine,2.0,50.7,120000,kivimaja,heas korras,2006.0,3.0
Paepargi 50/1-28,Lasnamäe,2.0,56.5,121000,paneelmaja,uus,2020.0,14.0
Pöörise 12-13,Mustamäe,2.0,45.0,92000,paneelmaja,uus,2018.0,14.0
Lastekodu tn. 25,Kesklinn,2.0,57.9,159500,paneelmaja,heas korras,2007.0,5.0
Õismäe tee 49,Haabersti,2.0,56.0,85000,paneelmaja,renoveeritud,1974.0,5.0
Paasiku 4,Lasnamäe,4.0,65.0,120000,paneelmaja,renoveeritud,1992.0,9.0
F. R. Kreutzwaldi 11,Kadriorg,4.0,134.0,395000,kivimaja,renoveeritud,1923.0,5.0
Kolde pst 72-24,Põhja-Tallinn,2.0,52.3,150690,kivimaja,uus,2018.0,8.0
Oksa tn // Seebi tn 2//4-20,Kristiine,3.0,65.2,170000,kivimaja,uus,2020.0,4.0
Kungla 28/1,Põhja-Tallinn,2.0,34.0,86500,puitmaja,renoveeritud,1934.0,3.0
Kotka 14,Kristiine,2.0,47.0,104900,kivimaja,heas korras,1955.0,4.0
Läänemere 3,Lasnamäe,3.0,65.0,104000,paneelmaja,renoveeritud,1990.0,9.0
Pöörise 7-13,Mustamäe,2.0,49.3,105000,paneelmaja,uus,2019.0,12.0
Heina tn 45-4,Põhja-Tallinn,4.0,74.4,170000,puitmaja,renoveeritud,1952.0,2.0
Mustakivi tee 25,Lasnamäe,2.0,39.1,89900,kivimaja,uus,2018.0,12.0
Seebi tn 1-1405,Kristiine,2.0,38.6,117900,kivimaja,uus,2020.0,20.0
Telliskivi Pelgulinn 41-6,Kesklinn,2.0,43.5,150000,kivimaja,uus,2019.0,3.0
Astangu 18-87,Haabersti,2.0,47.7,102900,paneelmaja,uus,2019.0,5.0
Kopli 99,Põhja-Tallinn,2.0,40.0,75000,puitmaja,vajab renoveerimist,1914.0,2.0
Väike-Patarei 1-1/2-13,Põhja-Tallinn,3.0,63.7,195000,paneelmaja,uus,2019.0,4.0
Paepargi 50/1-12,Lasnamäe,4.0,102.4,191000,paneelmaja,uus,2020.0,14.0
Paepargi 50/1-45,Lasnamäe,3.0,63.8,140000,paneelmaja,uus,2020.0,14.0
Tööstuse 91,Põhja-Tallinn,2.0,44.1,88000,paneelmaja,renoveeritud,1962.0,5.0
Meriski 7-6,Kristiine,2.0,58.2,135000,paneelmaja,uus,2019.0,4.0
Õismäe tee 117,Haabersti,2.0,52.9,82500,paneelmaja,renoveeritud,1976.0,5.0
Tööstuse 47d-36,Kesklinn,5.0,115.5,339900,kivimaja,uus,2018.0,5.0
Astangu 19/3-236,Haabersti,3.0,92.6,169900,paneelmaja,uus,2017.0,8.0
Kadaka tee 141a-6,Mustamäe,1.0,29.1,67000,kivimaja,uus,2019.0,8.0
Tagala 10B-44,Haabersti,3.0,66.8,126000,kivimaja,uus,2019.0,4.0
Kreutzwaldi 3,Kesklinn,4.0,97.0,289900,kivimaja,uus,2014.0,7.0
Toom-Kuninga 15-23,Kesklinn,2.0,52.2,159000,paneelmaja,uus,2019.0,8.0
Niidi 25,Põhja-Tallinn,4.0,62.0,119000,kivimaja,renoveeritud,1930.0,2.0
E.Vilde tee 84,Mustamäe,3.0,66.7,90000,kivimaja,keskmises seisukorras,1972.0,9.0
UUS-TATARI 23,Kesklinn,2.0,49.0,185000,paneelmaja,heas korras,2005.0,7.0
Toompuiestee 33,Kesklinn,2.0,52.0,135000,kivimaja,renoveeritud,1954.0,4.0
Peterburi tee 22,Lasnamäe,1.0,29.8,54000,paneelmaja,san. remont tehtud,1967.0,5.0
Virbi 7,Lasnamäe,3.0,65.2,99900,paneelmaja,renoveeritud,1985.0,16.0
Vilisuu 13,Lasnamäe,3.0,64.4,107500,paneelmaja,renoveeritud,1982.0,9.0
Pärnu mnt 102,Kesklinn,3.0,85.0,189000,kivimaja,renoveeritud,1880.0,4.0
Pille 7/4-17,Kesklinn,3.0,79.1,218900,paneelmaja,uus,2019.0,6.0
Sõle 58,Põhja-Tallinn,1.0,12.0,29900,kivimaja,renoveeritud,1972.0,5.0
Kärberi 33,Lasnamäe,4.0,80.0,108000,paneelmaja,renoveeritud,1985.0,9.0
Liikuri 18c-22,Lasnamäe,2.0,41.3,102790,kivimaja,uus,2020.0,7.0
Seebi tn 1-2004,Kristiine,4.0,126.0,750000,kivimaja,uus,2020.0,20.0
Lesta tn 10/3-33,Haabersti,3.0,92.8,287680,paneelmaja,uus,2019.0,3.0
Lüüsi tn 4-22,Kesklinn,2.0,57.0,149000,kivimaja,uus,2019.0,6.0
Pöörise 7-17,Mustamäe,2.0,45.0,99000,paneelmaja,uus,2019.0,12.0
Tuukri 48,Kesklinn,2.0,70.0,131000,kivimaja,renoveeritud,1901.0,3.0
Valge 6A/1-2,Lasnamäe,2.0,67.2,178000,kivimaja,uus,2020.0,3.0
Rõugu 22-10,Haabersti,2.0,54.8,111900,kivimaja,uus,2020.0,4.0
Paepargi 50/1-38,Lasnamäe,2.0,63.8,126000,paneelmaja,uus,2020.0,14.0
Lina 7,Põhja-Tallinn,1.0,31.1,55000,kivimaja,san. remont tehtud,1981.0,5.0
Videviku 15-11,Kesklinn,3.0,57.9,209000,kivimaja,uus,2019.0,5.0
Telliskivi 54,Põhja-Tallinn,2.0,33.0,82000,puitmaja,renoveeritud,1931.0,3.0
Tatari tn 46-19,Kesklinn,3.0,82.0,185000,kivimaja,uus,1960.0,5.0
Ehitajate tee 91/1-6,Mustamäe,1.0,28.8,69000,paneelmaja,uus,2020.0,8.0
Sammu 6-31,Kristiine,4.0,114.7,249900,paneelmaja,uus,2019.0,5.0
Sütiste tee 19a,Mustamäe,3.0,73.5,143000,kivimaja,heas korras,2007.0,7.0
Künnapuu 48,Pirita,5.0,192.0,160000,kivimaja,vajab renoveerimist,1987.0,2.0
Sõle tn 45,Põhja-Tallinn,3.0,60.9,103000,paneelmaja,renoveeritud,1966.0,5.0
E. Vilde tee 60,Mustamäe,1.0,29.9,57000,paneelmaja,renoveeritud,1967.0,5.0
Paasiku 4,Lasnamäe,3.0,65.0,120000,paneelmaja,renoveeritud,1992.0,9.0
Rehe põik 10-31,Haabersti,3.0,67.9,151900,paneelmaja,uus,2019.0,5.0
Pöörise 10-6,Mustamäe,3.0,63.6,117000,paneelmaja,uus,2019.0,14.0
Valge 6A/1-8,Kadriorg,2.0,69.3,201000,kivimaja,uus,2020.0,3.0
Põhja pst 11,Põhja-Tallinn,1.0,47.4,103900,puitmaja,renoveeritud,1882.0,2.0
Laki 24-304,Mustamäe,1.0,12.7,49900,kivimaja,uus,2019.0,4.0
Ümera 28B-76,Lasnamäe,2.0,46.2,83500,paneelmaja,uus,2020.0,7.0
Pöörise 7-3,Mustamäe,3.0,63.5,129000,paneelmaja,uus,2019.0,12.0
Ehitajate tee 70,Mustamäe,3.0,46.8,80000,kivimaja,heas korras,1967.0,5.0
J. Sütiste tee 3,Mustamäe,2.0,43.3,82500,paneelmaja,san. remont tehtud,1971.0,9.0
Tõnismägi 11a-14,Kesklinn,5.0,117.2,365000,kivimaja,uus,2019.0,6.0
Liivamäe 2,Kesklinn,3.0,66.1,137900,paneelmaja,heas korras,1978.0,9.0
P. Süda 9/1,Kesklinn,3.0,81.3,149900,puitmaja,renoveeritud,1928.0,3.0
Vesivärava tn 13,Kesklinn,2.0,102.9,265000,puitmaja,renoveeritud,1911.0,3.0
Valge tn 16-12,Lasnamäe,2.0,40.3,97000,kivimaja,uus,2019.0,5.0
Kaaruti 8-30,Haabersti,3.0,64.6,154900,paneelmaja,uus,2020.0,4.0
Lüüsi tn 4-32,Kesklinn,4.0,82.1,175000,kivimaja,uus,2019.0,6.0
Jahu 5-2,Kesklinn,4.0,94.4,329900,kivimaja,uus,2020.0,3.0
Sepa 18-20,Põhja-Tallinn,4.0,87.3,220000,paneelmaja,uus,2019.0,5.0
Kotzebue 14-26,Põhja-Tallinn,3.0,88.4,267000,kivimaja,uus,2018.0,5.0
Vana-Viru 13,Kesklinn,4.0,104.4,385000,paneelmaja,uus,2010.0,6.0
Tõnismägi 11a-54,Kesklinn,4.0,88.5,329000,kivimaja,uus,2019.0,6.0
Sääse 14-19,Mustamäe,4.0,79.3,163900,kivimaja,uus,2019.0,10.0
P. Pinna 6a,Lasnamäe,2.0,54.8,125000,paneelmaja,uus,2016.0,11.0
Liikuri 40,Lasnamäe,1.0,28.1,51915,kivimaja,keskmises seisukorras,1987.0,5.0
Juhkentali 40,Kesklinn,3.0,56.1,155000,kivimaja,heas korras,2016.0,3.0
Ümera 60,Lasnamäe,4.0,92.0,110000,paneelmaja,heas korras,1984.0,16.0
Oksa tn // Seebi tn 2//4-3,Kristiine,3.0,65.2,155000,paneelmaja,uus,2020.0,4.0
Tööstuse 91,Põhja-Tallinn,2.0,42.2,69900,paneelmaja,renoveeritud,1962.0,5.0
Helme 9b,Põhja-Tallinn,3.0,71.1,175000,kivimaja,uus,2008.0,5.0
Mäepealse 4,Mustamäe,2.0,46.2,103000,paneelmaja,heas korras,2013.0,5.0
Mustakivi tee 25-927,Lasnamäe,3.0,58.6,100900,kivimaja,renoveeritud,2018.0,12.0
Paldiski mnt 61,Kristiine,2.0,61.0,105000,kivimaja,vajab san. remonti,1954.0,3.0
Pöörise 10-1,Mustamäe,3.0,63.6,115000,paneelmaja,uus,2019.0,14.0
Kuklase 2,Mustamäe,3.0,60.6,97900,paneelmaja,renoveeritud,1970.0,5.0
Toom-Kuninga 15-1,Kesklinn,3.0,66.6,169000,paneelmaja,uus,2019.0,8.0
Suve 2,Kesklinn,3.0,95.8,239000,kivimaja,uus,2014.0,7.0
Ehitajate tee 91/1-43,Mustamäe,2.0,45.0,105000,paneelmaja,uus,2020.0,8.0
