street,district,rooms,area,price,price_m2,material,condition,year_built,age,floor,total_floors
Päevalille 3,Haabersti,3,65.2,89990,1380,paneelmaja,-,1983,36,14,16
Härma tn 5,Lasnamäe,3,65,94900,1460,paneelmaja,renoveeritud,-,-,8,9
Rehe tn 6-24,Haabersti,3,62.6,149900,2395,-,uus,2019,0,3,5
Pallasti 34c,Lasnamäe,2,43.2,350,8.10,kivimaja,keskmises seisukorras,2002,17,4,5
Sõpruse pst 243,Mustamäe,4,60.4,94000,1556,paneelmaja,heas korras,-,-,5,5
Kalaranna tn 8/3 -25,Põhja-Tallinn,4,114.7,637000,5554,paneelmaja,uus,-,-,5,5
Suur-Karja 8,Vanalinn,3,133.9,449000,3353,kivimaja,renoveeritud,-,-,2,3
Ümera 24,Lasnamäe,2,46.1,75000,1627,paneelmaja,renoveeritud,-,-,2,5
Lasnamäe 4a,Kesklinn,2,67.1,199000,2966,kivimaja,uus,2019,0,2,13
Majaka 54,Kesklinn,2,43.9,86000,1959,kivimaja,heas korras,-,-,1,4
Uus-tatari 8,Kesklinn,4,144.8,337000,2327,-,renoveeritud,2007,12,6,6
Pikri 5,Lasnamäe,4,75.6,105000,1389,paneelmaja,heas korras,1982,37,9,9
Tildri 7-4,Kristiine,2,45,128000,2844,kivimaja,uus,2020,0,1,2
Pöörise 7-19,Mustamäe,2,49,105000,2143,paneelmaja,uus,2020,0,4,12
Kuninga 1,Vanalinn,4,182.3,640000,3511,kivimaja,-,-,-,3,3
Väike-Ameerika 23/1,Kesklinn,3,44.3,120000,2709,palkmaja,renoveeritud,1901,118,2,3
V. Reimani tn 4,Kesklinn,2,58.4,189000,3236,kivimaja,-,1952,67,5,5
Mustamäe tee 29,Kristiine,2,42.3,90900,2149,paneelmaja,renoveeritud,2003,16,2,6
Pärnu mnt 110,Kesklinn,2,70.4,150000,2131,kivimaja,-,2006,13,12,15
Toom-Kuninga 15-95,Kesklinn,2,53,179000,3377,paneelmaja,uus,2020,0,6,8
Alasi 5-27,Põhja-Tallinn,2,58.6,139000,2372,kivimaja,uus,2020,0,1,4
Astangu 62,Haabersti,1,45.7,70900,1551,paneelmaja,-,-,-,4,5
Paepargi 50/1,Lasnamäe,4,102.1,207000,2027,paneelmaja,uus,2020,0,5,14
Pääsküla tn 15-1,Nõmme,5,163.6,329000,2011,kivimaja,uus,2019,0,0,2
Retke tee 30,Mustamäe,1,44.3,71900,1623,paneelmaja,heas korras,1979,40,3,9
Uus-Kalamaja 10/1,Põhja-Tallinn,2,50,167000,3340,kivimaja,uus,2012,7,1,3
Päevalille 4-101,Haabersti,2,38.3,112900,2948,paneelmaja,uus,2020,0,14,15
Köleri 16b,Kadriorg,4,100.8,335000,3323,-,uus,2017,2,,-
Koidu 122,Kesklinn,3,75.2,159000,2114,kivimaja,renoveeritud,1954,65,4,5
Kuninga tn 1,Kesklinn,4,126.9,615000,4846,-,-,-,-,2,3
Nafta tn 14,Kesklinn,1,37.2,100000,2688,palkmaja,-,-,-,2,3
Tildri 7-10,Kristiine,3,67.1,173000,2578,kivimaja,uus,2020,0,2,2
Jahu 5-28,Põhja-Tallinn,3,84.3,296900,3522,kivimaja,uus,2020,0,1,2
Valdeku 24,Nõmme,4,108.3,219900,2030,kivimaja,-,1930,89,2,2
Lesta tn 10/3-43,Haabersti,3,90,342000,3800,paneelmaja,uus,2019,0,3,3
Jahu 5-20,Kesklinn,1,21.4,110900,5182,kivimaja,uus,2020,0,3,3
Pöörise 7-52,Mustamäe,3,64.2,135000,2103,paneelmaja,uus,2020,0,9,12
Läänemere tee 70/1,Lasnamäe,2,53,97200,1834,kivimaja,renoveeritud,2009,10,1,6
Väike-Patarei 1-1/4-42,Põhja-Tallinn,2,40.3,167000,4144,paneelmaja,uus,2019,0,1,3
Ümera 28a-64,Lasnamäe,3,68.4,113000,1652,paneelmaja,-,2018,1,9,9
E. Vilde tee 84,Mustamäe,3,60,85000,1417,paneelmaja,vajab san. remonti,1972,47,6,9
Kuldnoka 5,Kristiine,4,79.7,211800,2657,paneelmaja,uus,2015,4,6,6
Kopli tn 78,Põhja-Tallinn,2,32.6,65000,1994,-,-,1914,105,1,3
Tartu mnt 30,Kesklinn,5,128,320000,2500,kivimaja,renoveeritud,-,-,1,-
Laulupeo 20a,Kadriorg,5,137.6,395000,2871,-,-,-,-,3,3
Mahla 82b-14,Nõmme,1,30,57500,1917,-,-,-,-,4,5
Tatari 8,Kesklinn,3,132.5,400000,3019,kivimaja,-,2003,16,9,9
Pöörise 7-35,Mustamäe,2,45.4,99000,2181,paneelmaja,uus,2020,0,6,12
Virbi 18,Lasnamäe,4,79.7,95000,1192,paneelmaja,keskmises seisukorras,1981,38,7,9
E.Vilde tee 52,Mustamäe,4,64.9,94000,1448,kivimaja,heas korras,1972,47,9,9
Vesivärava 50-94,Kesklinn,3,107.8,260000,2412,-,uus,2019,0,9,9
Jahu 5-46,Põhja-Tallinn,3,71.2,269900,3791,kivimaja,uus,2020,0,2,3
Kilbi 8,Põhja-Tallinn,2,39,64000,1641,kivimaja,renoveeritud,-,-,4,5
Gonsiori 17,Kesklinn,4,96.1,175000,1821,kivimaja,renoveeritud,1939,80,1,5
Kopli 52,Põhja-Tallinn,2,55,85000,1545,puitmaja,renoveeritud,1950,69,1,2
Vanaturu kael 8-5,Vanalinn,2,93.6,227000,2425,-,vajab renoveerimist,-,-,3,4
Gonsiori 9-23,Kesklinn,3,72.3,323900,4480,kivimaja,uus,-,-,5,7
Kuukressi tee 5-9,Pirita,3,66.2,149000,2251,paneelmaja,uus,2020,0,3,3
Vesivärava 50-27,Kesklinn,3,91.4,242000,2648,-,uus,2019,0,8,9
Õllepruuli 6,Kesklinn,3,95.9,249999,2607,kivimaja,uus,2019,0,3,3
Järve 2-133,Kristiine,2,58.4,150400,2575,paneelmaja,uus,2020,0,4,18
Keava 7-6,Kesklinn,4,61.2,165000,2696,kivimaja,uus,2020,0,2,3
Pille 9/4-81,Kesklinn,2,50,147900,2958,paneelmaja,uus,2020,0,2,4
Jahu 6-6/1-64,Põhja-Tallinn,2,55.4,196000,3538,paneelmaja,uus,2019,0,4,-
Wismari 32a,Kesklinn,3,73.8,214900,2912,kivimaja,heas korras,2004,15,4,4
Taela 4b,Haabersti,4,252.7,259000,1025,kivimaja,-,1995,24,1,2
Seebi tn 1-1605,Kristiine,2,38.6,128900,3339,kivimaja,uus,2020,0,16,20
Mäe 2b,Lasnamäe,1,33.3,108000,3243,kivimaja,uus,2018,1,2,8
Kitsas 3,Nõmme,2,41,119000,2902,kivimaja,renoveeritud,-,-,1,3
Kärberi 36,Lasnamäe,3,64.8,99000,1528,paneelmaja,renoveeritud,-,-,5,9
Järve 2-172,Kristiine,3,65.4,190900,2919,paneelmaja,uus,2020,0,10,18
Kaaruti 5-21,Haabersti,3,64.6,148900,2305,paneelmaja,uus,2020,0,3,4
Aiandi 8/2-24,Mustamäe,3,57.7,144990,2513,kivimaja,uus,2021,0,5,6
Hansu 1/3-5,Haabersti,3,87.4,235000,2689,kivimaja,uus,2021,0,3,3
Ümera 25,Lasnamäe,2,49.7,111000,2233,paneelmaja,renoveeritud,-,-,9,9
Noorkuu 10,Haabersti,2,46.9,129000,2751,kivimaja,uus,2014,5,3,4
Kauna 3a-4,Kesklinn,5,185.9,537000,2889,kivimaja,uus,2018,1,2,3
Liikuri 36,Lasnamäe,3,76.7,150000,1956,kivimaja,renoveeritud,1990,29,7,9
Jalami tn 1-71,Mustamäe,3,75.7,165900,2192,paneelmaja,uus,2019,0,6,8
Soo 44,Põhja-Tallinn,3,70.8,199000,2811,puitmaja,-,-,-,3,3
F.R.Kreutzwaldi 12,Kesklinn,5,114.4,279000,2439,kivimaja,uus,1912,107,1,5
Gonsiori 9-20,Kesklinn,4,130.7,522900,4001,kivimaja,uus,-,-,4,7
Videviku 13,Kesklinn,1,31.7,84000,2650,kivimaja,-,2003,16,4,4
Liivaoja 4b,Kadriorg,3,88.1,380000,4313,kivimaja,uus,2007,12,2,5
Raadiku 3,Lasnamäe,2,52.4,68000,1298,paneelmaja,vajab renoveerimist,-,-,4,5
Möldre tee 6,Nõmme,3,76.5,145000,1895,paneelmaja,heas korras,2005,14,1,3
A.H. Tammsaare tee 89a-54,Mustamäe,2,44.8,128100,2859,-,uus,2019,0,5,6
Seebi tn 1-206,Kristiine,2,68.6,214900,3133,kivimaja,uus,2020,0,12,20
Pirita tee 26,Kesklinn,5,201.7,1250000,6197,kivimaja,uus,2015,4,9,9
Veerenni 36a/2-5,Kesklinn,4,118.3,354900,3000,paneelmaja,uus,2020,0,2,3
Päevalille 4-50,Haabersti,2,39.6,101900,2573,paneelmaja,uus,2020,0,7,15
Ehitajate tee 91/2-48,Mustamäe,3,56.2,132000,2349,kivimaja,uus,2020,0,8,8
Sõpruse pst 6,Kristiine,2,39.8,87000,2186,kivimaja,-,1963,56,4,4
Kalevipoja Põik 3,Lasnamäe,2,50,79000,1580,paneelmaja,renoveeritud,1979,40,3,9
Seebi tn 1-608,Kesklinn,2,49.5,137900,2786,kivimaja,uus,2020,0,6,20
Õismäe tee 45,Haabersti,1,32.9,62000,1885,paneelmaja,renoveeritud,1974,45,2,5
Peterburi tee 14,Lasnamäe,3,68,125000,1838,paneelmaja,renoveeritud,1970,49,8,9
Soodi 4-1,Põhja-Tallinn,2,52.8,137900,2612,kivimaja,uus,2021,0,1,5
Ehitajate tee 91/1-27,Mustamäe,3,56.2,125000,2224,paneelmaja,uus,2020,0,5,8
Kuukressi tee 3-5,Pirita,2,54.1,125000,2311,paneelmaja,uus,2020,0,2,3
Linnamäe tee 25,Lasnamäe,2,49.5,85000,1717,paneelmaja,renoveeritud,1988,31,2,9
Ümera 32,Lasnamäe,2,52.5,77000,1467,paneelmaja,renoveeritud,1986,33,4,5
Toom-Kuninga 15-103,Kesklinn,2,52.9,189000,3573,paneelmaja,uus,2020,0,7,8
Paepargi 50/1-19,Lasnamäe,3,67.5,143500,2126,-,uus,2020,0,5,14
Vilde tee 114,Mustamäe,2,53.9,81000,1503,kivimaja,renoveeritud,1973,46,1,14
Paepargi 50/2-25,Lasnamäe,2,58.8,127500,2168,paneelmaja,uus,2020,0,6,8
Vindi 1,Kristiine,4,87.8,159000,1811,kivimaja,keskmises seisukorras,1981,38,3,5
Raua 28-11,Kesklinn,2,58.5,198315,3390,kivimaja,-,2019,0,4,5
Liivalaia 5,Kesklinn,3,48.4,114000,2355,-,renoveeritud,-,-,3,5
Paasiku 4,Lasnamäe,3,65,95500,1469,paneelmaja,san. remont tehtud,-,-,5,9
Jalami tn 1-20,Mustamäe,2,49.9,106900,2142,paneelmaja,uus,2019,0,2,8
Eha 12-5,Kesklinn,3,71.3,195000,2735,kivimaja,uus,2019,0,1,4
Staapli 3,Põhja-Tallinn,2,54,219000,4056,kivimaja,uus,2019,0,4,6
Päevalille 4-78,Mustamäe,2,39.6,114900,2902,paneelmaja,uus,2020,0,11,15
Paepargi 50/2-15,Lasnamäe,2,51,125500,2461,-,uus,2020,0,2,4
Päevalille 4-107,Haabersti,3,62.2,171900,2764,paneelmaja,uus,2020,0,15,15
Randla 23,Põhja-Tallinn,2,47.5,71900,1514,kivimaja,-,1980,39,5,5
Gonsiori 9-33,Kesklinn,2,44.4,237900,5358,kivimaja,uus,2021,0,6,7
Liikuri 18c-50,Lasnamäe,3,63.2,137790,2180,kivimaja,uus,2020,0,4,7
Paekalda 22-44,Lasnamäe,4,93.2,199000,2135,-,uus,2020,0,5,5
Suur-Kloostri,Vanalinn,3,189,690000,3651,-,renoveeritud,-,-,0,-
Aiandi 8/1-2,Mustamäe,3,57.1,139990,2452,kivimaja,uus,2021,0,2,8
Pirita tee 26F,Pirita,3,119.1,590000,4954,kivimaja,uus,2003,16,15,16
Juhkentali 32,Kesklinn,2,53.1,115000,2166,kivimaja,renoveeritud,1947,72,4,5
Soodi 4,Haabersti,3,67.9,177900,2620,kivimaja,uus,2020,0,4,5
Lesta tn 10/2-17,Haabersti,3,88.8,284160,3200,paneelmaja,uus,2019,0,1,3
Sõpruse pst 196,Mustamäe,2,43.2,67000,1551,paneelmaja,san. remont tehtud,1970,49,8,9
Narva mnt 10,Kesklinn,2,59.6,145000,2433,kivimaja,keskmises seisukorras,1939,80,5,5
Hospidali 4,Kesklinn,2,52.1,149000,2860,kivimaja,keskmises seisukorras,1947,72,3,3
Astangu 18-125,Haabersti,2,51.4,143400,2790,paneelmaja,uus,2019,0,5,5
Keava 7-7,Kesklinn,2,33.4,101000,3024,kivimaja,uus,2020,0,2,3
Pihlaka 4,Nõmme,3,61.9,103000,1664,kivimaja,renoveeritud,1956,63,1,2
Lembitu 6,Kesklinn,3,102.2,250000,2446,kivimaja,-,1952,67,4,4
Jalami tn 1-14,Haabersti,3,62.1,129900,2092,paneelmaja,uus,2019,0,1,8
Paepargi 50/2-37,Lasnamäe,2,58.8,134500,2287,paneelmaja,uus,2020,0,8,8
Puhangu 10,Põhja-Tallinn,2,24,47700,1988,paneelmaja,san. remont tehtud,1970,49,3,5
Tagala 10-5,Haabersti,3,66.8,127000,1901,paneelmaja,uus,2019,0,1,4
Jahu 5-24,Kesklinn,2,66.3,265900,4011,kivimaja,uus,2020,0,3,3
Soodi 4,Haabersti,2,49.7,131900,2654,kivimaja,uus,2020,0,3,5
Virbi 20,Lasnamäe,4,80,102800,1285,paneelmaja,heas korras,1981,38,6,9
Merivälja tee 16,Pirita,3,85,190000,2235,puitmaja,renoveeritud,1936,83,1,2
Kopliranna 27,Põhja-Tallinn,3,49.9,124000,2485,kivimaja,uus,-,-,4,4
Jahu 5-10,Põhja-Tallinn,3,66.5,247900,3728,kivimaja,uus,2020,0,2,3
Toom-Kuninga 15-73,Kesklinn,2,54,149000,2759,paneelmaja,uus,2020,0,3,8
Virbi 18,Lasnamäe,,64.8,106000,1636,-,-,-,-,2,9
Järveotsa tee 2,Haabersti,4,115,139000,1209,paneelmaja,-,1982,37,7,9
A.H. Tammsaare tee 89a-20,Mustamäe,3,61.8,158600,2566,-,uus,2019,0,4,6
Punane 11,Lasnamäe,2,44,75000,1705,paneelmaja,renoveeritud,-,-,2,5
Pärnu maantee 29-703,Kesklinn,4,123.8,691000,5582,kivimaja,uus,2020,0,7,8
Lasnamäe,Lasnamäe,3,64.8,82000,1265,-,-,-,-,9,9
Aiandi 8/2-31,Mustamäe,3,57.7,145990,2530,kivimaja,uus,2021,0,6,6
Pärnu mnt 80,Kesklinn,3,62.5,149000,2384,kivimaja,renoveeritud,1984,35,4,7
Seebi tn 1-403,Kristiine,2,64.8,165400,2552,kivimaja,uus,2020,0,4,20
Seebi tn 1-606,Kristiine,3,69.4,188900,2722,kivimaja,uus,2020,0,6,20
Tornimäe tn 7,Kesklinn,2,42.7,135000,3162,kivimaja,-,2006,13,8,30
Paasiku 16,Lasnamäe,1,32.8,61900,1887,paneelmaja,keskmises seisukorras,-,-,4,5
Mahtra 12,Lasnamäe,1,34.1,65000,1906,paneelmaja,renoveeritud,1983,36,2,5
Adamsoni 31,Kesklinn,3,85.5,99000,1158,puitmaja,-,-,-,3,3
Mahtra 22,Lasnamäe,2,36,68900,1914,-,renoveeritud,-,-,2,5
Lahepea 9-37,Haabersti,3,77.9,194900,2502,kivimaja,uus,2019,0,3,4
Jalami tn 1-84,Mustamäe,4,85.7,188800,2203,paneelmaja,uus,2019,0,7,8
Jahu 6-6/2-67,Põhja-Tallinn,2,55.7,179000,3214,paneelmaja,uus,2019,0,1,-
Joa 9-17,Kesklinn,3,78.9,199000,2522,-,-,2018,1,1,4
Välja 3/2,Kristiine,1,31.6,100000,3165,kivimaja,uus,2017,2,2,3
Akadeemia tn. 42,Mustamäe,1,11.9,35000,2941,paneelmaja,renoveeritud,-,-,1,5
Maakri 36,Kesklinn,2,48.5,145000,2990,paneelmaja,heas korras,2003,16,3,19
Võistluse 8,Kesklinn,1,22.5,53000,2356,kivimaja,-,-,-,1,2
Õle tn 11,Põhja-Tallinn,2,53.4,149000,2790,puitmaja,renoveeritud,-,-,3,3
Kilbi 8,Põhja-Tallinn,2,47,65000,1383,kivimaja,vajab san. remonti,-,-,2,5
Järve 2-200,Kristiine,3,65.4,199600,3052,paneelmaja,uus,2020,0,14,18
Talli 5-16,Kristiine,3,59.6,159900,2683,kivimaja,uus,2020,0,2,2
Tammsaare tee 107,Mustamäe,3,46.6,83000,1781,paneelmaja,heas korras,1968,51,5,5
Pirita tee 20a,Pirita,4,157.7,498000,3158,-,uus,2018,1,4,10
Kolde pst 80,Põhja-Tallinn,2,43.5,69000,1586,paneelmaja,keskmises seisukorras,1966,53,1,5
Seebi tn 1-1102,Kristiine,3,70,199900,2856,kivimaja,uus,2020,0,11,20
Liikuri 18c-56,Lasnamäe,2,42.7,107790,2524,kivimaja,uus,2020,0,6,7
Vabaduse Väljak 6,Kesklinn,2,79.3,399500,5038,kivimaja,uus,1953,66,6,7
Mustamäe tee 195,Mustamäe,1,29.9,56000,1873,-,-,-,-,4,5
Sõpruse pst 220,Mustamäe,2,44.2,74900,1695,paneelmaja,-,-,-,4,5
Kalaranna 8/12-20,Põhja-Tallinn,4,119,649000,5454,paneelmaja,uus,2020,0,5,5
Graniidi,Põhja-Tallinn,3,60,150000,2500,puitmaja,renoveeritud,1936,83,,-
Randla 11,Põhja-Tallinn,1,16.6,41500,2500,-,renoveeritud,-,-,5,5
Jarveotsa tn 43,Haabersti,,66,105000,1591,paneelmaja,renoveeritud,-,-,6,9
Marsi 5-35,Kristiine,3,64.1,179900,2807,paneelmaja,uus,2020,0,3,4
Mustamäe tee 171a,Mustamäe,2,43.8,89500,2043,paneelmaja,renoveeritud,1972,47,3,5
Jahu 5-24,Põhja-Tallinn,2,66.3,265900,4011,kivimaja,uus,2020,0,3,3
Rõugu tn 22-17,Haabersti,2,42.2,105900,2509,kivimaja,uus,2021,0,3,4
Lahepea 9,Haabersti,2,36.7,120000,3270,paneelmaja,uus,2018,1,2,4
Päevalille 2-7,Haabersti,4,76.7,183900,2398,paneelmaja,uus,2020,0,2,4
Niidi 40,Põhja-Tallinn,2,48,80900,1685,-,-,-,-,5,5
Selise 26,Haabersti,3,99.7,280000,2808,-,-,2007,12,3,3
Kivila 18,Lasnamäe,3,64.9,105000,1618,paneelmaja,heas korras,1983,36,2,9
Veerenni 36a/2-6,Kesklinn,4,118,384900,3262,paneelmaja,uus,2020,0,3,3
Sakala 7,Kesklinn,3,128,429000,3352,kivimaja,renoveeritud,1930,89,0,7
Päevalille 2-14,Mustamäe,2,43.4,110900,2555,paneelmaja,uus,2020,0,3,4
Toom-Kuninga 15-31,Kesklinn,3,90.9,327000,3597,paneelmaja,uus,2020,0,6,6
Vesivärava 50-74,Kadriorg,2,63.6,168000,2641,kivimaja,-,-,-,6,9
Järve 2-176,Kristiine,2,43.8,137600,3142,paneelmaja,uus,2020,0,11,18
Jahu 6-6/3-93,Põhja-Tallinn,2,64.4,205000,3183,paneelmaja,uus,2019,0,4,-
Fr. R. Faehlmanni 25,Kadriorg,3,63.3,170000,2686,palkmaja,uus,2019,0,1,3
Merekalju tänav 5-4,Haabersti,4,115,386000,3357,kivimaja,uus,2020,0,2,3
Järve 2-178,Kristiine,2,58.1,163200,2809,paneelmaja,uus,2020,0,11,18
Kollane tn 4,Kesklinn,3,60,150000,2500,-,uus,2010,9,2,5
Seebi tn 1-602,Mustamäe,3,69.6,177900,2556,kivimaja,uus,2020,0,6,20
Jalami tn 1-71,Haabersti,3,75.7,165900,2192,paneelmaja,uus,2019,0,6,8
Soodi 4,Haabersti,5,113,282000,2496,kivimaja,uus,2020,0,4,5
Gonsiori 9-10,Kesklinn,3,80.3,339900,4233,kivimaja,uus,-,-,3,7
Rohu 14,Kesklinn,3,70.2,152000,2165,kivimaja,heas korras,1938,81,5,5
Pallasti tn 34c,Lasnamäe,2,43.2,72000,1667,-,-,-,-,5,5
Võistluse 6-62,Kesklinn,2,40.9,120451,2945,kivimaja,uus,2019,0,2,14
Randla 28,Põhja-Tallinn,2,38.5,62900,1634,kivimaja,vajab renoveerimist,1975,44,1,5
Asula 14,Kesklinn,2,42,98700,2350,kivimaja,heas korras,1959,60,1,2
Kooli 7,Vanalinn,5,108.6,315000,2901,-,-,-,-,2,4
Süda 4-101,Kesklinn,3,80.2,206000,2569,kivimaja,uus,2020,0,1,6
Tatari tn 20,Kesklinn,4,122.8,335000,2728,palkmaja,renoveeritud,1900,119,2,4
Sakala 16,Kesklinn,3,75.2,169900,2259,kivimaja,heas korras,1901,118,1,6
Pille 9/4-B75,Kesklinn,1,36.3,106900,2945,paneelmaja,uus,2020,0,1,4
Ädala 7,Põhja-Tallinn,2,41.2,76000,1845,kivimaja,-,-,-,4,5
Koidu tn 99-41,Kesklinn,3,90.7,295000,3252,kivimaja,uus,2019,0,5,5
Kari 6,Põhja-Tallinn,2,51.8,102000,1969,kivimaja,renoveeritud,1983,36,5,5
Vilde tee 61,Mustamäe,4,60.4,90000,1490,kivimaja,keskmises seisukorras,1966,53,3,5
Ehitajate tee 39,Mustamäe,2,45.4,73000,1608,paneelmaja,-,1963,56,2,5
Retke tee 30,Mustamäe,1,44.3,69500,1569,paneelmaja,renoveeritud,1980,39,7,9
Nunne 11,Vanalinn,3,74.4,198000,2661,kivimaja,-,-,-,5,5
Vilde tee 87,Mustamäe,2,42.1,83798,1990,paneelmaja,renoveeritud,1965,54,1,5
Kauba 36,Kesklinn,4,91.8,245000,2669,kivimaja,uus,2016,3,3,3
A.H. Tammsaare tee 89a-47,Mustamäe,3,61.8,158600,2566,-,uus,2019,0,4,6
Rehe tn 6-6,Haabersti,2,52,118900,2287,-,uus,2019,0,1,5
Toom-Kuninga 15-1,Kesklinn,3,66.6,169000,2538,paneelmaja,uus,2020,0,1,8
Soodi 4,Põhja-Tallinn,2,52.8,140900,2669,kivimaja,uus,2020,0,2,5
Paldiski mnt. 19,Kesklinn,3,124.3,289000,2325,puitmaja,san. remont tehtud,-,-,3,3
Keava 7-5,Kesklinn,3,48,139000,2896,kivimaja,uus,2020,0,1,3
Vana-Viru 13,Kesklinn,4,99.5,279000,2804,puitmaja,uus,2010,9,2,2
Valge 4c,Lasnamäe,2,60.9,59900,984,kivimaja,-,-,-,1,2
Taime 36-5,Põhja-Tallinn,3,61.6,145000,2354,palkmaja,uus,1939,80,1,2
Järve 2-215,Kristiine,3,65.4,206100,3151,paneelmaja,uus,2020,0,17,18
Keskuse 6,Mustamäe,2,47.3,82000,1734,paneelmaja,renoveeritud,1966,53,3,5
Vase 7,Kesklinn,2,42.1,117500,2791,kivimaja,heas korras,1958,61,2,4
Seebi tn 1-603,Kristiine,3,77.7,243900,3139,kivimaja,uus,2020,0,6,20
Gonsiori 9-31,Kadriorg,2,65.6,309900,4724,kivimaja,uus,-,-,6,7
Vabaõhumuuseumi tee 1-3,Haabersti,4,156.2,499500,3198,-,uus,2017,2,5,8
Võidujooksu 1,Kesklinn,1,37.8,117000,3095,-,uus,-,-,5,6
Tagala 10A-22,Haabersti,3,71,135000,1901,kivimaja,uus,2019,0,3,4
Õismäe tee 201,Haabersti,2,46.7,75900,1625,-,renoveeritud,1977,42,5,5
Tondi 18,Kesklinn,3,47.8,105000,2197,puitmaja,-,1940,79,2,3
Kadaka puiestee 142/2-57,Mustamäe,2,55.9,131500,2352,kivimaja,uus,2016,3,5,8
Merekalju tänav 8-2,Haabersti,3,89,356000,4000,kivimaja,uus,2020,0,1,3
Toom-Kuninga 15-24,Kesklinn,3,66.4,189000,2846,paneelmaja,uus,2020,0,4,8
Järve 2-132,Kristiine,3,68,174500,2566,paneelmaja,uus,2020,0,4,18
Liikuri tn 42,Lasnamäe,2,41.4,76600,1850,kivimaja,-,1985,34,2,5
Kivila tn 6,Lasnamäe,3,61,93500,1533,paneelmaja,heas korras,-,-,1,9
Videviku 15-5,Kesklinn,2,46.1,149000,3232,kivimaja,uus,2020,0,2,5
A. Kapi 3,Kesklinn,2,63,154900,2459,-,renoveeritud,2004,15,1,3
Väike-Patarei tn. 10,Põhja-Tallinn,2,84.2,219000,2601,kivimaja,-,1885,134,1,2
Soodi 4-11,Põhja-Tallinn,2,43.9,113500,2585,kivimaja,uus,2021,0,2,5
Õismäe tee 52,Haabersti,2,32.8,68000,2073,paneelmaja,renoveeritud,1975,44,6,9
Pikk tn. 57,Vanalinn,4,168.8,495000,2932,kivimaja,-,-,-,3,4
Järve 2-197,Kristiine,2,43.8,142000,3242,paneelmaja,uus,2020,0,14,18
Joa tn 9-6,Kesklinn,3,73.7,195000,2646,-,-,2018,1,2,4
Liikuri 18c-18,Lasnamäe,2,42,107490,2559,kivimaja,uus,2020,0,5,7
Suur-Patarei 6-4,Põhja-Tallinn,2,44.5,154900,3481,paneelmaja,uus,2019,0,3,6
Lubja tn 7a,Kesklinn,3,89.3,189000,2116,puitmaja,-,2006,13,3,3
Järve 2-145,Kristiine,2,58.4,160200,2743,paneelmaja,uus,2020,0,6,18
Rüütli tn 24,Kesklinn,7,310,1600000,5161,kivimaja,renoveeritud,-,-,0,3
Tagala 10A-5,Haabersti,3,66.8,127000,1901,kivimaja,uus,2019,0,1,4
Järve 2-160,Kristiine,2,46.4,136500,2942,paneelmaja,uus,2020,0,9,18
Tagala 10B-41,Haabersti,3,66.8,123000,1841,kivimaja,uus,2019,0,2,4
Soodi 4,Põhja-Tallinn,2,43.9,116500,2654,kivimaja,uus,2020,0,3,5
Raua 32,Kesklinn,4,143.8,430000,2990,-,-,2002,17,6,6
Vabaõhumuuseumi tee 1,Haabersti,3,97,425000,4381,-,-,2017,2,8,8
Rataskaevu tn 8,Vanalinn,2,76.5,229000,2993,-,keskmises seisukorras,-,-,3,3
Virbi 18,Lasnamäe,4,79.7,104000,1305,paneelmaja,-,1982,37,5,9
Endla 58,Kristiine,1,23,68000,2957,puitmaja,renoveeritud,-,-,2,4
Paepargi 50/1,Lasnamäe,3,63.8,140500,2202,paneelmaja,uus,2020,0,9,14
Pille 7/5-B6,Kesklinn,2,54.7,172900,3161,paneelmaja,uus,2019,0,1,4
Juurdeveo 8-7,Kesklinn,3,67.4,199900,2966,kivimaja,uus,2020,0,4,4
Võistluse 6-9,Kesklinn,2,45.5,128856,2832,kivimaja,uus,2019,0,3,14
Kopli 99,Põhja-Tallinn,2,40,65000,1625,puitmaja,vajab renoveerimist,1914,105,2,2
F. R. Kreutzwaldi tn 11 // Tina tn 32-2,Kesklinn,,118.3,140354,1186,-,-,-,-,,-
Pallasti 16,Lasnamäe,2,58,129000,2224,kivimaja,renoveeritud,1997,22,4,6
Valdeku 120,Nõmme,2,48.9,76000,1554,kivimaja,keskmises seisukorras,1959,60,3,3
Randla 15,Põhja-Tallinn,4,150,198000,1320,kivimaja,renoveeritud,1977,42,1,9
Kivinuka 2-1,Mustamäe,5,103.4,229000,2215,-,uus,2020,0,1,3
Mahtra 4,Lasnamäe,3,65,97000,1492,paneelmaja,renoveeritud,-,-,7,9
Lai tn 9-14,Vanalinn,4,153.4,590000,3846,kivimaja,uus,-,-,3,4
Pae 23,Lasnamäe,1,35.7,62200,1742,kivimaja,-,1970,49,4,5
Jahu 5-40,Põhja-Tallinn,2,51.8,227900,4400,kivimaja,uus,2020,0,1,3
Liikuri 18C,Lasnamäe,2,51.1,102900,2014,-,uus,2020,0,1,7
Akadeemia 26a,Mustamäe,2,43.7,67990,1556,paneelmaja,-,-,-,5,5
Paepargi 50/2-16,Lasnamäe,4,100.3,185000,1844,paneelmaja,uus,2020,0,4,8
Pirita tee 26b/1-22,Kesklinn,3,62.1,154900,2494,-,uus,2020,0,1,4
Kopli 34,Põhja-Tallinn,1,29.2,75000,2568,puitmaja,vajab renoveerimist,-,-,2,2
Kauba 26,Kesklinn,1,22.1,47500,2149,puitmaja,renoveeritud,1915,104,1,2
